"","valgstedid","vsnavn","kredsnavn","adrstring","lon","lat","zip","muninum"
"510",420005,"Helnæs","4. Assens","Helnæs,  Assens, Denmark",10.012142,55.1411794,5631,420
"511",420007,"Køng","4. Assens","Køng,  Assens, Denmark",10.132558,55.257833,5620,420
"512",420008,"Glamsbjerg","4. Assens","Glamsbjerg,  Assens, Denmark",10.107341,55.27769,5620,420
"513",420009,"Flemløse","4. Assens","Flemløse,  Assens, Denmark",10.067179,55.248628,5620,420
"514",420010,"Søllested","4. Assens","Søllested,  Assens, Denmark",10.049292,55.292526,5620,420
"515",420011,"Ørsted","4. Assens","Ørsted,  Assens, Denmark",10.055381,55.331676,5620,420
"516",420012,"Dreslette","4. Assens","Dreslette,  Assens, Denmark",10.036873,55.226383,5683,420
"517",420013,"Haarby","4. Assens","Haarby,  Assens, Denmark",10.120556,55.21518,5683,420
"518",420014,"Jordløse","4. Assens","Jordløse,  Assens, Denmark",10.155705,55.199307,5683,420
"519",420015,"Brylle","4. Assens","Brylle,  Assens, Denmark",10.2520589,55.321906,5690,420
"520",420016,"Tommerup","4. Assens","Tommerup,  Assens, Denmark",10.204504,55.320805,5690,420
"521",420017,"Tommerup St","4. Assens","Tommerup St,  Assens, Denmark",10.213953,55.294761,5690,420
"522",420018,"Verninge","4. Assens","Verninge,  Assens, Denmark",10.213291,55.292272,5690,420
"523",420019,"Nårup","4. Assens","Nårup,  Assens, Denmark",10.1540839,55.304297,5690,420
"524",420020,"Vissenbjerg","4. Assens","Vissenbjerg,  Assens, Denmark",10.125458,55.387431,5492,420
"525",420021,"Aarup","4. Assens","Aarup,  Assens, Denmark",10.0483609,55.3791812,5560,420
"526",420022,"Kerte","4. Assens","Kerte,  Assens, Denmark",9.993275,55.362854,5560,420
"527",420023,"Orte","4. Assens","Orte,  Assens, Denmark",10.090354,55.350044,5560,420
"528",420024,"Rørup","4. Assens","Rørup,  Assens, Denmark",10.0276789,55.412902,5560,420
"529",430001,"Allested-Vejle","8. Faaborg","Allested-Vejle,  Faaborg, Denmark",10.3192872,55.2679187,5672,430
"530",430002,"Brobyværk","8. Faaborg","Brobyværk,  Faaborg, Denmark",10.256175,55.230333,5672,430
"531",430003,"Nørre Broby","8. Faaborg","Nørre Broby,  Faaborg, Denmark",10.215691,55.258054,5672,430
"532",430004,"Vester Hæsinge","8. Faaborg","Vester Hæsinge,  Faaborg, Denmark",10.249677,55.196456,5672,430
"533",430005,"Avernakø","8. Faaborg","Avernakø,  Faaborg, Denmark",10.2645949,55.0224739,5600,430
"534",430007,"Faaborg","8. Faaborg","Faaborg,  Faaborg, Denmark",10.228725,55.104155,5600,430
"535",430008,"Horne","8. Faaborg","Horne,  Faaborg, Denmark",10.166934,55.108379,5600,430
"536",430009,"Korinth","8. Faaborg","Korinth,  Faaborg, Denmark",10.3294501,55.1437598,5600,430
"537",430010,"Lyø","8. Faaborg","Lyø,  Faaborg, Denmark",10.1485807,55.0406389,5600,430
"538",430011,"Svanninge","8. Faaborg","Svanninge,  Faaborg, Denmark",10.228526,55.125589,5600,430
"539",430012,"Vester Aaby","8. Faaborg","Vester Aaby,  Faaborg, Denmark",10.376256,55.084049,5600,430
"540",430013,"Espe","8. Faaborg","Espe,  Faaborg, Denmark",10.415473,55.203348,5750,430
"541",430014,"Hillerslev","8. Faaborg","Hillerslev,  Faaborg, Denmark",10.347076,55.20755,5750,430
"542",430015,"Ringe","8. Faaborg","Ringe,  Faaborg, Denmark",10.4796902,55.2361467,5750,430
"543",430016,"Søllinge","8. Faaborg","Søllinge,  Faaborg, Denmark",10.536165,55.285673,5750,430
"544",430017,"Gislev","8. Faaborg","Gislev,  Faaborg, Denmark",10.5978314,55.2189456,5854,430
"545",430018,"Kværndrup","8. Faaborg","Kværndrup,  Faaborg, Denmark",10.524202,55.17883,5772,430
"546",430019,"Ryslinge","8. Faaborg","Ryslinge,  Faaborg, Denmark",10.531065,55.238507,5856,430
"547",430020,"Nr. Lyndelse","8. Faaborg","Nr Lyndelse,  Faaborg, Denmark",10.301042,55.207283,5672,430
"548",430021,"Ferritslev","8. Faaborg","Ferritslev,  Faaborg, Denmark",10.587074,55.310243,5863,430
"549",430022,"Årslev","8. Faaborg","Årslev,  Faaborg, Denmark",10.4789498,55.3065946,5792,430
"550",440001,"Mesinge","6. Nyborg","Mesinge,  Nyborg, Denmark",10.799561,55.324169,5800,450
"551",440002,"Kerteminde 1","6. Nyborg","Kerteminde 1,  Nyborg, Denmark",10.7276214,55.3542703,5800,450
"552",440003,"Kerteminde 2","6. Nyborg","Kerteminde 2,  Nyborg, Denmark",10.7277348,55.3540304,5800,450
"553",440004,"Nymarken","6. Nyborg","Nymarken,  Nyborg, Denmark",10.5946397,55.4099756,5300,440
"554",440005,"Marslev","6. Nyborg","Marslev,  Nyborg, Denmark",10.519083,55.39127,5290,440
"555",440006,"Langeskov","6. Nyborg","Langeskov,  Nyborg, Denmark",10.593153,55.3598167,5550,440
"556",440007,"Munkebo","6. Nyborg","Munkebo,  Nyborg, Denmark",10.799561,55.324169,5800,450
"557",450001,"Aunslev Forsamlingshus","6. Nyborg","Aunslev Forsamlingshus,  Nyborg, Denmark",10.799561,55.324169,5800,450
"558",450002,"Nyborghallen","6. Nyborg","Nyborghallen,  Nyborg, Denmark",10.799561,55.324169,5800,450
"559",450003,"Borgerforeningens Hus","6. Nyborg","Borgerforeningens Hus,  Nyborg, Denmark",10.799561,55.324169,5800,450
"560",450004,"Vindinge Forsamlingshus","6. Nyborg","Vindinge Forsamlingshus,  Nyborg, Denmark",10.7370635,55.3111218,5800,450
"561",450005,"Langå, Svindinge Og Øksendrup","6. Nyborg","Langå, Svindinge Og Øksendrup,  Nyborg, Denmark",10.7349739,55.2185361,5871,450
"562",450006,"Ullerslev","6. Nyborg","Ullerslev,  Nyborg, Denmark",10.6647209,55.3625522,5540,450
"563",450007,"Ellinge","6. Nyborg","Ellinge,  Nyborg, Denmark",10.622767,55.316197,5540,450
"564",450008,"Skellerup","6. Nyborg","Skellerup,  Nyborg, Denmark",10.65706,55.335773,5540,450
"565",450009,"Langtved","6. Nyborg","Langtved,  Nyborg, Denmark",10.688651,55.393475,5540,450
"566",450010,"Ørbæk 1","6. Nyborg","Ørbæk 1,  Nyborg, Denmark",10.6727315,55.2587375,5853,450
"567",450011,"Frørup Og Tårup","6. Nyborg","Frørup Og Tårup,  Nyborg, Denmark",10.773316,55.236263,5871,450
"568",450012,"Ellested Og Herrested","6. Nyborg","Ellested Og Herrested,  Nyborg, Denmark",10.6107781,55.2608156,5853,450
"569",450013,"Ørbæk 2","6. Nyborg","Ørbæk 2,  Nyborg, Denmark",10.6731056,55.2585452,5853,450
"570",461001,"Skt. Jørgens Hallen","1. Odense Øst","Skt J�rgens Hallen,  Odense �st, Denmark",NA,NA,NA,NA
"571",461002,"Sct. Hans Skole","1. Odense Øst","Sct Hans Skole,  Odense �st, Denmark",10.3967785,55.4147168,5000,461
"572",461003,"Risingskolen","1. Odense Øst","Risingskolen,  Odense �st, Denmark",10.4137213,55.4078858,5000,461
"573",461004,"Munkebjergskolen","1. Odense Øst","Munkebjergskolen,  Odense �st, Denmark",NA,NA,NA,NA
"574",461005,"Ejerslykkeskolen","1. Odense Øst","Ejerslykkeskolen,  Odense �st, Denmark",10.4171836,55.386406,5230,461
"575",461006,"Agedrup Skole","1. Odense Øst","Agedrup Skole,  Odense �st, Denmark",10.4793996,55.4293944,5320,461
"576",461007,"Fjordager Hallen","1. Odense Øst","Fjordager Hallen,  Odense �st, Denmark",NA,NA,NA,NA
"577",461009,"Fraugde Fritidscenter","1. Odense Øst","Fraugde Fritidscenter,  Odense �st, Denmark",NA,NA,NA,NA
"578",461011,"Borgerservicecenter","2. Odense Vest","Borgerservicecenter,  Odense Vest, Denmark",NA,NA,NA,NA
"579",461012,"Csv-Skolen","2. Odense Vest","Csv-Skolen,  Odense Vest, Denmark",NA,NA,NA,NA
"580",461013,"Lumby Forsamlingshus","2. Odense Vest","Lumby Forsamlingshus,  Odense Vest, Denmark",NA,NA,NA,NA
"581",461014,"Stige Skole","2. Odense Vest","Stige Skole,  Odense Vest, Denmark",10.3578544,55.4156836,5270,461
"582",461016,"Spurvelundskolen","2. Odense Vest","Spurvelundskolen,  Odense Vest, Denmark",NA,NA,NA,NA
"583",461017,"Kroggårdskolen","2. Odense Vest","Kroggårdskolen,  Odense Vest, Denmark",10.3511784,55.4255301,5270,461
"584",461018,"Tarup Skole","2. Odense Vest","Tarup Skole,  Odense Vest, Denmark",10.3578544,55.4156836,5270,461
"585",461019,"Paarup Hallen","2. Odense Vest","Paarup Hallen,  Odense Vest, Denmark",10.3518507,55.4165197,5270,461
"586",461020,"Korup Skole","2. Odense Vest","Korup Skole,  Odense Vest, Denmark",10.2694306,55.4199269,5210,461
"587",461021,"Ubberud Kultur & Bevægelseshus","2. Odense Vest","Ubberud Kultur & Bevægelseshus,  Odense Vest, Denmark",NA,NA,NA,NA
"588",461023,"Rådhuset","3. Odense Syd","Rådhuset,  Odense Syd, Denmark",10.3885654,55.3960083,5000,461
"589",461024,"Sct. Knuds Gymnasium","3. Odense Syd","Sct Knuds Gymnasium,  Odense Syd, Denmark",10.3829241,55.3775876,5230,461
"590",461025,"Rosengårdskolen","3. Odense Syd","Rosengårdskolen,  Odense Syd, Denmark",10.4250223,55.3785619,5230,461
"591",461026,"Fks-Hallen","3. Odense Syd","Fks-Hallen,  Odense Syd, Denmark",10.3354861,55.351405,5250,461
"592",461028,"Rasmus Rask Skolen","3. Odense Syd","Rasmus Rask Skolen,  Odense Syd, Denmark",10.2903773,55.342737,5250,461
"593",461029,"Tingløkkeskolen","3. Odense Syd","Tingløkkeskolen,  Odense Syd, Denmark",10.3689468,55.3709148,5250,461
"594",461030,"Dalumskolen","3. Odense Syd","Dalumskolen,  Odense Syd, Denmark",10.380385,55.3580876,5260,461
"595",461031,"Stenløse Forsamlingshus","3. Odense Syd","Stenløse Forsamlingshus,  Odense Syd, Denmark",12.19831,55.768616,3660,240
"596",461032,"Fangel Forsamlingshus","3. Odense Syd","Fangel Forsamlingshus,  Odense Syd, Denmark",NA,NA,NA,NA
"597",461033,"Højby Skole","3. Odense Syd","Højby Skole,  Odense Syd, Denmark",NA,NA,NA,NA
"598",461035,"Camp U","1. Odense Øst","Camp U,  Odense �st, Denmark",10.3928595,55.369676,5260,461
"599",461036,"Bækholmskolen","1. Odense Øst","B�kholmskolen,  Odense �st, Denmark",NA,NA,NA,NA
"600",479001,"Byen","7. Svendborg","Byen,  Svendborg, Denmark",10.2069244,56.1449141,8000,751
"601",479002,"Nordre","7. Svendborg","Nordre,  Svendborg, Denmark",10.607282,55.067434,5700,479
"602",479003,"Østre","7. Svendborg","Østre,  Svendborg, Denmark",10.607282,55.067434,5700,479
"603",479004,"Bjerreby","7. Svendborg","Bjerreby,  Svendborg, Denmark",10.6063639,54.970093,5700,479
"604",479005,"Bregninge","7. Svendborg","Bregninge,  Svendborg, Denmark",10.606498,55.022384,5700,479
"605",479006,"Drejø","7. Svendborg","Drejø,  Svendborg, Denmark",10.4190476,54.9702467,5700,479
"606",479007,"Egense","7. Svendborg","Egense,  Svendborg, Denmark",10.525738,55.053247,5700,479
"607",479008,"Landet","7. Svendborg","Landet,  Svendborg, Denmark",10.59628,54.998769,5700,479
"608",479009,"Skårup","7. Svendborg","Skårup,  Svendborg, Denmark",10.691357,55.091871,5881,479
"609",479010,"Thurø","7. Svendborg","Thurø,  Svendborg, Denmark",10.6886608,55.0469522,5700,479
"610",479011,"Tved","7. Svendborg","Tved,  Svendborg, Denmark",10.62116,55.083653,5700,479
"611",479014,"Kirkeby","7. Svendborg","Kirkeby,  Svendborg, Denmark",10.531553,55.113537,5771,479
"612",479016,"Ollerup","7. Svendborg","Ollerup,  Svendborg, Denmark",10.498909,55.070071,5762,479
"613",479017,"Stenstrup","7. Svendborg","Stenstrup,  Svendborg, Denmark",10.5035273,55.1327598,5771,479
"614",479019,"V.Skerninge","7. Svendborg","VSkerninge,  Svendborg, Denmark",10.4494839,55.0732361,5762,479
"615",479021,"Gudbjerg","7. Svendborg","Gudbjerg,  Svendborg, Denmark",10.668013,55.154121,5892,479
"616",479023,"Gudme","7. Svendborg","Gudme,  Svendborg, Denmark",10.705565,55.150021,5884,479
"617",479025,"Hesselager","7. Svendborg","Hesselager,  Svendborg, Denmark",10.7444089,55.1754419,5874,479
"618",479027,"Oure","7. Svendborg","Oure,  Svendborg, Denmark",10.723862,55.119163,5883,479
"619",480001,"Bogense","5. Middelfart","Bogense,  Middelfart, Denmark",10.094465,55.566962,5400,480
"620",480002,"Klinte","5. Middelfart","Klinte,  Middelfart, Denmark",9.6327731,55.5129294,7000,607
"621",480003,"Kongslund","5. Middelfart","Kongslund,  Middelfart, Denmark",9.747172,55.497204,5500,410
"622",480004,"Horsebæk","5. Middelfart","Horsebæk,  Middelfart, Denmark",9.747172,55.497204,5500,410
"623",480005,"Krogsbølle","5. Middelfart","Krogsbølle,  Middelfart, Denmark",9.747172,55.497204,5500,410
"624",480006,"Otterup","5. Middelfart","Otterup,  Middelfart, Denmark",9.747172,55.497204,5500,410
"625",480007,"Løkkemark","5. Middelfart","Løkkemark,  Middelfart, Denmark",9.747172,55.497204,5500,410
"626",480008,"Skovløkke","5. Middelfart","Skovløkke,  Middelfart, Denmark",9.8344354,55.4073464,5580,410
"627",480009,"Veflinge","5. Middelfart","Veflinge,  Middelfart, Denmark",10.1597919,55.4727037,5474,480
"628",480010,"Hårslev","5. Middelfart","Hårslev,  Middelfart, Denmark",10.095706,55.499305,5471,480
"629",480011,"Morud","5. Middelfart","Morud,  Middelfart, Denmark",10.189484,55.448581,5462,480
"630",480012,"Særslev","5. Middelfart","Særslev,  Middelfart, Denmark",9.747172,55.497204,5500,410
"631",480013,"Søndersø","5. Middelfart","Søndersø,  Middelfart, Denmark",10.255263,55.484205,5471,480
"632",482001,"Bagenkop","7. Svendborg","Bagenkop,  Svendborg, Denmark",10.607282,55.067434,5700,479
"633",482002,"Humble","7. Svendborg","Humble,  Svendborg, Denmark",10.607282,55.067434,5700,479
"634",482003,"Lindelse","7. Svendborg","Lindelse,  Svendborg, Denmark",10.607282,55.067434,5700,479
"635",482005,"Rudkøbing","7. Svendborg","Rudkøbing,  Svendborg, Denmark",10.718582,54.937878,5900,482
"636",482006,"Strynø","7. Svendborg","Strynø,  Svendborg, Denmark",10.6074261,54.9037035,5900,482
"637",482007,"Tullebølle","7. Svendborg","Tullebølle,  Svendborg, Denmark",10.607282,55.067434,5700,479
"638",482008,"Lejbølle","7. Svendborg","Lejbølle,  Svendborg, Denmark",10.607282,55.067434,5700,479
"639",482010,"Hou","7. Svendborg","Hou,  Svendborg, Denmark",10.607282,55.067434,5700,479
"640",492001,"Marstal","8. Faaborg","Marstal,  Faaborg, Denmark",10.228725,55.104155,5600,430
"641",492002,"Ærøskøbing","8. Faaborg","Ærøskøbing,  Faaborg, Denmark",10.1203024,55.0904176,5600,430
"642",492003,"Søby","8. Faaborg","Søby,  Faaborg, Denmark",10.2374982,55.017504,5600,430
"643",510001,"Gram","13. Haderslev","Gram,  Haderslev, Denmark",9.049475,55.2898343,6510,510
"644",510002,"Arnum","13. Haderslev","Arnum,  Haderslev, Denmark",8.967435,55.247434,6510,510
"645",510003,"Tiset","13. Haderslev","Tiset,  Haderslev, Denmark",9.00834,55.274002,6510,510
"646",510004,"Fole","13. Haderslev","Fole,  Haderslev, Denmark",8.981574,55.316389,6510,510
"647",510005,"Haderslev Syd-Vest","13. Haderslev","Haderslev Syd-Vest,  Haderslev, Denmark",9.48911,55.250072,6100,510
"648",510006,"Haderslev Syd","13. Haderslev","Haderslev Syd,  Haderslev, Denmark",9.48911,55.250072,6100,510
"649",510007,"Haderslev Midtby","13. Haderslev","Haderslev Midtby,  Haderslev, Denmark",9.48911,55.250072,6100,510
"650",510008,"Haderslev Vest","13. Haderslev","Haderslev Vest,  Haderslev, Denmark",9.48911,55.250072,6100,510
"651",510009,"Sommersted","13. Haderslev","Sommersted,  Haderslev, Denmark",9.295314,55.318355,6560,510
"652",510010,"Haderslev Nord","13. Haderslev","Haderslev Nord,  Haderslev, Denmark",9.48911,55.250072,6100,510
"653",510011,"Haderslev Øst","13. Haderslev","Haderslev �st,  Haderslev, Denmark",9.48911,55.250072,6100,510
"654",510012,"Moltrup","13. Haderslev","Moltrup,  Haderslev, Denmark",9.4550889,55.284316,6100,510
"655",510013,"Hoptrup","13. Haderslev","Hoptrup,  Haderslev, Denmark",9.455884,55.180444,6100,510
"656",510014,"Starup","13. Haderslev","Starup,  Haderslev, Denmark",9.5381129,55.239135,6100,510
"657",510015,"Vilstrup","13. Haderslev","Vilstrup,  Haderslev, Denmark",9.5032859,55.215342,6100,510
"658",510016,"Kelstrup","13. Haderslev","Kelstrup,  Haderslev, Denmark",9.5533809,55.1984698,6100,510
"659",510017,"Vonsbæk","13. Haderslev","Vonsb�k,  Haderslev, Denmark",9.601395,55.285151,6100,510
"660",510018,"Aastrup","13. Haderslev","Aastrup,  Haderslev, Denmark",9.5551591,55.2664756,6100,510
"661",510019,"Øsby","13. Haderslev","�sby,  Haderslev, Denmark",9.63989,55.252395,6100,510
"662",510020,"Aarø","13. Haderslev","Aar�,  Haderslev, Denmark",9.7431329,55.2607332,6100,510
"663",510021,"Marstrup","13. Haderslev","Marstrup,  Haderslev, Denmark",9.441174,55.209519,6100,510
"664",510022,"Halk","13. Haderslev","Halk,  Haderslev, Denmark",9.641821,55.201777,6100,510
"665",510024,"Fjelstrup","13. Haderslev","Fjelstrup,  Haderslev, Denmark",9.562295,55.321973,6100,510
"666",510025,"Bevtoft","13. Haderslev","Bevtoft,  Haderslev, Denmark",9.208027,55.198328,6541,510
"667",510026,"Vojens Øst","13. Haderslev","Vojens �st,  Haderslev, Denmark",9.3019649,55.249489,6500,510
"668",510028,"Vojens Vest","13. Haderslev","Vojens Vest,  Haderslev, Denmark",9.3019649,55.249489,6500,510
"669",510029,"Skrydstrup","13. Haderslev","Skrydstrup,  Haderslev, Denmark",9.251743,55.242055,6500,510
"670",510030,"Hammelev","13. Haderslev","Hammelev,  Haderslev, Denmark",9.384774,55.245781,6500,510
"671",510031,"Jegerup","13. Haderslev","Jegerup,  Haderslev, Denmark",9.294529,55.277943,6500,510
"672",510032,"Simmersted","13. Haderslev","Simmersted,  Haderslev, Denmark",9.3750699,55.300774,6500,510
"673",510033,"Nustrup","13. Haderslev","Nustrup,  Haderslev, Denmark",9.179248,55.272011,6500,510
"674",510034,"Oksenvad","13. Haderslev","Oksenvad,  Haderslev, Denmark",9.24774,55.321149,6560,510
"675",510035,"Vedsted","13. Haderslev","Vedsted,  Haderslev, Denmark",9.362804,55.196643,6500,510
"676",510036,"Over Jerstal","13. Haderslev","Over Jerstal,  Haderslev, Denmark",9.302353,55.196785,6500,510
"677",530001,"Billund","7. Vejen","Billund,  Vejen, Denmark",9.137997,55.479224,6600,575
"678",530002,"Sdr. Omme","7. Vejen","Sdr Omme,  Vejen, Denmark",9.0440479,55.8858558,7330,756
"679",530003,"Vorbasse","7. Vejen","Vorbasse,  Vejen, Denmark",9.0853583,55.6329975,6623,530
"680",530004,"Filskov","7. Vejen","Filskov,  Vejen, Denmark",9.0310173,55.8553895,7330,756
"681",530005,"St./Krogager","7. Vejen","St/Krogager,  Vejen, Denmark",9.137997,55.479224,6600,575
"682",530006,"Grindsted","7. Vejen","Grindsted,  Vejen, Denmark",8.9249494,55.7583217,7200,530
"683",530007,"Hejnsvig","7. Vejen","Hejnsvig,  Vejen, Denmark",8.998146,55.69455,7250,530
"684",540001,"Nordborg","1. Sønderborg","Nordborg,  S�nderborg, Denmark",9.751009,55.055721,6430,540
"685",540002,"Havnbjerg","1. Sønderborg","Havnbjerg,  S�nderborg, Denmark",9.788452,55.038441,6430,540
"686",540003,"Egen","1. Sønderborg","Egen,  S�nderborg, Denmark",9.868705,54.981498,6430,540
"687",540004,"Fynshav","1. Sønderborg","Fynshav,  S�nderborg, Denmark",9.981231,54.987793,6440,540
"688",540005,"Augustenborg","1. Sønderborg","Augustenborg,  S�nderborg, Denmark",9.876871,54.95038,6440,540
"689",540006,"Hørup","1. Sønderborg","H�rup,  S�nderborg, Denmark",9.893355,54.918168,6470,540
"690",540007,"Sydals","1. Sønderborg","Sydals,  S�nderborg, Denmark",9.9674523,54.9166216,6470,540
"691",540008,"Kegnæs","1. Sønderborg","Kegn�s,  S�nderborg, Denmark",9.9264713,54.8699835,6470,540
"692",540009,"Humlehøj, Sønderborg","1. Sønderborg","Humleh�j, S�nderborg,  S�nderborg, Denmark",9.804357,54.919239,6400,540
"693",540010,"Sønderskov, Sønderborg","1. Sønderborg","S�nderskov, S�nderborg,  S�nderborg, Denmark",9.8325323,54.9026856,6400,540
"694",540011,"Biblioteket, Sønderborg","1. Sønderborg","Biblioteket, S�nderborg,  S�nderborg, Denmark",9.7959223,54.9102806,6400,540
"695",540012,"Dybbøl","1. Sønderborg","Dybb�l,  S�nderborg, Denmark",9.721719,54.916381,6400,540
"696",540013,"Vester Sottrup","1. Sønderborg","Vester Sottrup,  S�nderborg, Denmark",9.700137,54.950415,6400,540
"697",540014,"Ullerup","1. Sønderborg","Ullerup,  S�nderborg, Denmark",9.660224,54.966603,6400,540
"698",540015,"Broager","1. Sønderborg","Broager,  S�nderborg, Denmark",9.66989,54.890351,6310,540
"699",540016,"Gråsten","1. Sønderborg","Gr�sten,  S�nderborg, Denmark",9.582813,54.918661,6300,540
"700",540017,"Kværs","1. Sønderborg","Kv�rs,  S�nderborg, Denmark",9.496191,54.932716,6300,540
"701",550001,"Bredebro","3. Tønder","Bredebro,  T�nder, Denmark",8.825295,55.055337,6261,550
"702",550002,"Ballum","3. Tønder","Ballum,  T�nder, Denmark",8.67064,55.087817,6261,550
"703",550003,"Visby","3. Tønder","Visby,  T�nder, Denmark",8.781598,55.009799,6261,550
"704",550004,"Højer","3. Tønder","H�jer,  T�nder, Denmark",8.695165,54.965419,6280,550
"705",550007,"Sdr. Sejerslev","3. Tønder","Sdr Sejerslev,  T�nder, Denmark",8.7218741,55.0042718,6280,550
"706",550008,"Møgeltønder","3. Tønder","M�gelt�nder,  T�nder, Denmark",8.800613,54.944661,6270,550
"707",550012,"Løgumkloster","3. Tønder","L�gumkloster,  T�nder, Denmark",8.953505,55.05908,6240,550
"708",550014,"Nr. Løgum","3. Tønder","Nr L�gum,  T�nder, Denmark",8.8984252,54.9159117,6270,550
"709",550015,"Bedsted","3. Tønder","Bedsted,  T�nder, Denmark",9.104755,55.061524,6240,550
"710",550016,"Øster Højst","3. Tønder","�ster H�jst,  T�nder, Denmark",9.037418,55.001848,6240,550
"711",550017,"Agerskov","3. Tønder","Agerskov,  T�nder, Denmark",9.129243,55.128751,6534,550
"712",550018,"Arrild","3. Tønder","Arrild,  T�nder, Denmark",8.9581489,55.1541438,6520,550
"713",550019,"Branderup","3. Tønder","Branderup,  T�nder, Denmark",9.068208,55.121225,6535,550
"714",550021,"Døstrup","3. Tønder","D�strup,  T�nder, Denmark",8.808184,55.118845,6780,550
"715",550023,"Toftlund","3. Tønder","Toftlund,  T�nder, Denmark",9.068543,55.188494,6520,550
"716",550024,"Brøns","3. Tønder","Br�ns,  T�nder, Denmark",8.731603,55.194917,6780,550
"717",550025,"Tønder","3. Tønder","T�nder,  T�nder, Denmark",8.864417,54.939615,6270,550
"718",550027,"Abild","3. Tønder","Abild,  T�nder, Denmark",8.868625,54.979027,6270,550
"719",550029,"Hostrup","3. Tønder","Hostrup,  T�nder, Denmark",8.964952,54.947278,6270,550
"720",550051,"Rømø","3. Tønder","R�m�,  T�nder, Denmark",8.5138711,55.138886,6792,550
"721",550061,"Skærbæk","3. Tønder","Sk�rb�k,  T�nder, Denmark",8.7684227,55.1564152,6780,550
"722",550071,"Vodder","3. Tønder","Vodder,  T�nder, Denmark",8.843961,55.220426,6780,550
"723",561002,"Esbjerg Rådhus","4. Esbjerg By","Esbjerg Rådhus,  Esbjerg By, Denmark",8.4529719,55.4724446,6700,561
"724",561003,"Skovbo Centeret","4. Esbjerg By","Skovbo Centeret,  Esbjerg By, Denmark",8.459405,55.476466,6700,561
"725",561004,"Rørkjær","4. Esbjerg By","Rørkjær,  Esbjerg By, Denmark",8.463275,55.468329,6700,561
"726",561005,"Bakkeskolen","4. Esbjerg By","Bakkeskolen,  Esbjerg By, Denmark",8.4833581,55.4821854,6705,561
"727",561006,"Boldesager","4. Esbjerg By","Boldesager,  Esbjerg By, Denmark",8.4599797,55.4784978,6700,561
"728",561007,"Østerbycentret","4. Esbjerg By","Østerbycentret,  Esbjerg By, Denmark",8.484088,55.4640464,6700,561
"729",561008,"Skads","5. Esbjerg Omegn","Skads,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"730",561011,"Vitaskolen","4. Esbjerg By","Vitaskolen,  Esbjerg By, Denmark",8.4388733,55.507192,6715,561
"731",561012,"Bryndum","5. Esbjerg Omegn","Bryndum,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"732",561015,"Sædding","4. Esbjerg By","Sædding,  Esbjerg By, Denmark",8.3999894,55.5022076,6710,561
"733",561016,"Hjerting","5. Esbjerg Omegn","Hjerting,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"734",561017,"Guldager","5. Esbjerg Omegn","Guldager,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"735",561020,"Tjæreborg","5. Esbjerg Omegn","Tjæreborg,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"736",561021,"Kvaglund","4. Esbjerg By","Kvaglund,  Esbjerg By, Denmark",8.486001,55.492132,6705,561
"737",561022,"Ådalskolen","4. Esbjerg By","Ådalskolen,  Esbjerg By, Denmark",8.3988694,55.5080911,6710,561
"738",561023,"Blåbjerggårdskolen","4. Esbjerg By","Blåbjerggårdskolen,  Esbjerg By, Denmark",8.44764,55.515536,6715,561
"739",561024,"Sønderris","5. Esbjerg Omegn","Sønderris,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"740",561025,"Bramming","5. Esbjerg Omegn","Bramming,  Esbjerg Omegn, Denmark",8.701655,55.469177,6740,561
"741",561028,"Ribe","5. Esbjerg Omegn","Ribe,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"742",561032,"Egebæk-Hviding","5. Esbjerg Omegn","Egebæk-Hviding,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"743",561033,"Gredstedbro","5. Esbjerg Omegn","Gredstedbro,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"744",561035,"Mandø","5. Esbjerg Omegn","Mandø,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"745",561038,"Høm","5. Esbjerg Omegn","Høm,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"746",561040,"Gørding","5. Esbjerg Omegn","Gørding,  Esbjerg Omegn, Denmark",NA,NA,NA,NA
"747",563001,"Nordby","4. Esbjerg By","Nordby,  Esbjerg By, Denmark",8.393149,55.434949,6720,563
"748",563002,"Sønderho","4. Esbjerg By","Sønderho,  Esbjerg By, Denmark",8.459405,55.476466,6700,561
"749",573001,"Varde By","6. Varde","Varde By,  Varde, Denmark",8.48215,55.623151,6800,573
"750",573004,"Sig","6. Varde","Sig,  Varde, Denmark",8.574296,55.666208,6800,573
"751",573005,"Billum","6. Varde","Billum,  Varde, Denmark",8.331119,55.6157,6852,573
"752",573006,"Tinghøj","6. Varde","Tinghøj,  Varde, Denmark",8.470465,55.66118,6800,573
"753",573007,"Alslev","6. Varde","Alslev,  Varde, Denmark",8.418892,55.587609,6800,573
"754",573008,"Horne","6. Varde","Horne,  Varde, Denmark",8.532052,55.723391,6800,573
