"year","valgstedid","voters","votes","a","b","c","v","vsnavn","komnavn","kredsnavn","kontanthjaelp","arbejd","boligstoer_kvm","ejer","formue","indkomst","indkomst_80pct","zip","muninum","y","zipy","hp_1yr","hp_2yr","incsupport","hp_1yrposchange","hp_1yrnegchange","hp_2yrposchange","hp_2yrnegchange"
2007,101017,12678,10551,0.254668,0.0841626,0.0766752,0.119704,"4. Nord","København","4. Sundbyøster",0.0533937,0.665017,64.6025,0.139615,78848.6,342795,505428,2300,101,7,"2300_7",-13.9646,-10.7176,0.196379,0,13.9646,0,10.7176
2011,101017,12972,11009,0.189481,0.163321,0.0327914,0.13489,"4. Nord","København","4. Sundbyøster",0.0533937,0.665017,67.0545,0.134119,78848.6,342795,505428,2300,101,11,"2300_11",-5.88569,9.18173,0.167681,0,5.88569,9.18173,0
2015,101017,14371,11827,0.204955,0.0848905,0.0210535,0.0936839,"4. Nord","København","4. Sundbyøster",0.0533937,0.665017,67.0545,0.134119,78848.6,342795,505428,2300,101,15,"2300_15",11.5009,20.4471,0.289845,11.5009,0,20.4471,0
2005,101018,8451.39,6620.73,0.276948,0.128049,0.0653553,0.179062,"4. Syd","København","4. Sundbyøster",0.0467678,0.644507,69.0811,0.279881,431832,394433,583560,2300,101,5,"2300_5",19.4992,25.4916,0.244417,19.4992,0,25.4916,0
2007,101018,7817,6492,0.269409,0.0713185,0.0737831,0.143869,"4. Syd","København","4. Sundbyøster",0.0467678,0.644507,69.0813,0.279881,431832,394433,583560,2300,101,7,"2300_7",-13.9646,-10.7176,0.217652,0,13.9646,0,10.7176
2011,101018,7934,6767,0.212354,0.136988,0.0376829,0.170829,"4. Syd","København","4. Sundbyøster",0.0467678,0.644507,71.4684,0.285442,431832,394433,583560,2300,101,11,"2300_11",-5.88569,9.18173,0.208512,0,5.88569,9.18173,0
2015,101018,8164,6819,0.236545,0.0696583,0.0236105,0.100601,"4. Syd","København","4. Sundbyøster",0.0467678,0.644507,71.4684,0.285442,431832,394433,583560,2300,101,15,"2300_15",11.5009,20.4471,0.306203,11.5009,0,20.4471,0
2005,101019,7781.76,6343.12,0.259902,0.13461,0.06776,0.187755,"4. Øst","København","4. Sundbyøster",0.0367565,0.66966,74.9775,0.362638,896555,457326,711249,2300,101,5,"2300_5",19.4992,25.4916,0.255515,19.4992,0,25.4916,0
2007,101019,7513,6481,0.24487,0.0774572,0.0935041,0.168493,"4. Øst","København","4. Sundbyøster",0.0367565,0.66966,75.94,0.381476,896555,457326,711249,2300,101,7,"2300_7",-13.9646,-10.7176,0.261997,0,13.9646,0,10.7176
2011,101019,7650,6745,0.195552,0.153002,0.0432913,0.18295,"4. Øst","København","4. Sundbyøster",0.0367565,0.66966,79.6563,0.453128,896555,457326,711249,2300,101,11,"2300_11",-5.88569,9.18173,0.226242,0,5.88569,9.18173,0
2015,101019,8720,7478,0.234555,0.0889275,0.0270126,0.114469,"4. Øst","København","4. Sundbyøster",0.0367565,0.66966,79.6563,0.453128,896555,457326,711249,2300,101,15,"2300_15",11.5009,20.4471,0.323482,11.5009,0,20.4471,0
2005,101020,10005.8,8130.74,0.212914,0.236325,0.0643841,0.122727,"5. Nørrebro","København","5. Nørrebro",0.0600757,0.663502,63.9209,0.0410595,-20678.8,299244,4.55008e+06,2200,101,5,"2200_5",24.8709,32.6042,0.187111,24.8709,0,32.6042,0
2007,101020,9466,7981,0.228417,0.123543,0.0573863,0.0773086,"5. Nørrebro","København","5. Nørrebro",0.0600757,0.663502,63.9171,0.0410227,-20678.8,299244,4.55008e+06,2200,101,7,"2200_7",-13.9852,-13.7206,0.134695,0,13.9852,0,13.7206
2011,101020,9812,8432,0.159274,0.209084,0.0303605,0.0769687,"5. Nørrebro","København","5. Nørrebro",0.0600757,0.663502,62.4844,0.0293012,-20678.8,299244,4.55008e+06,2200,101,11,"2200_11",2.84922,8.64559,0.107329,2.84922,0,8.64559,0
2015,101020,10225,8653,0.179475,0.107824,0.0169883,0.051774,"5. Nørrebro","København","5. Nørrebro",0.0600757,0.663502,62.4844,0.0293012,-20678.8,299244,4.55008e+06,2200,101,15,"2200_15",19.0223,31.2387,0.287299,19.0223,0,31.2387,0
2005,101021,10194.9,8174.92,0.206841,0.214725,0.0748203,0.137229,"5. Nord","København","5. Nørrebro",0.0624277,0.673083,69.1115,0.126871,10654.5,330738,481414,2200,101,5,"2200_5",24.8709,32.6042,0.21205,24.8709,0,32.6042,0
2007,101021,11904,9734,0.229197,0.101808,0.0717074,0.0919458,"5. Nord","København","5. Nørrebro",0.0624277,0.673083,69.1008,0.126969,10654.5,330738,481414,2200,101,7,"2200_7",-13.9852,-13.7206,0.163653,0,13.9852,0,13.7206
2011,101021,12648,10749,0.169132,0.189227,0.0281887,0.0921016,"5. Nord","København","5. Nørrebro",0.0624277,0.673083,71.3809,0.0913275,10654.5,330738,481414,2200,101,11,"2200_11",2.84922,8.64559,0.12029,2.84922,0,8.64559,0
2015,101021,13678,11140,0.167953,0.104578,0.0130162,0.0632855,"5. Nord","København","5. Nørrebro",0.0624277,0.673083,71.3809,0.0913275,10654.5,330738,481414,2200,101,15,"2200_15",19.0223,31.2387,0.272531,19.0223,0,31.2387,0
2005,101022,5819,4631.25,0.211403,0.207484,0.057993,0.106582,"5. Syd","København","5. Nørrebro",0.0554365,0.659402,84.3725,0.0811442,200249,392287,582215,2200,101,5,"2200_5",24.8709,32.6042,0.164575,24.8709,0,32.6042,0
2007,101022,5449,4605,0.20304,0.102497,0.0590662,0.0857763,"5. Syd","København","5. Nørrebro",0.0554365,0.659402,84.3726,0.0811435,200249,392287,582215,2200,101,7,"2200_7",-13.9852,-13.7206,0.144843,0,13.9852,0,13.7206
2011,101022,5699,4886,0.158616,0.185632,0.030086,0.0720426,"5. Syd","København","5. Nørrebro",0.0554365,0.659402,86.4652,0.0906149,200249,392287,582215,2200,101,11,"2200_11",2.84922,8.64559,0.102129,2.84922,0,8.64559,0
2015,101022,5857,4880,0.165779,0.10041,0.0178279,0.0579918,"5. Syd","København","5. Nørrebro",0.0554365,0.659402,86.4652,0.0906149,200249,392287,582215,2200,101,15,"2200_15",19.0223,31.2387,0.266189,19.0223,0,31.2387,0
2005,101023,4854,4099,0.198585,0.249817,0.0758722,0.12686,"5. Øst","København","5. Nørrebro",0.0494404,0.660739,79.676,0.0829609,174244,385555,585999,2200,101,5,"2200_5",24.8709,32.6042,0.202732,24.8709,0,32.6042,0
2007,101023,4703,4084,0.21523,0.12096,0.0737023,0.0937806,"5. Øst","København","5. Nørrebro",0.0494404,0.660739,79.676,0.0829609,174244,385555,585999,2200,101,7,"2200_7",-13.9852,-13.7206,0.167483,0,13.9852,0,13.7206
2011,101023,5050,4471,0.146052,0.212928,0.0427197,0.0939387,"5. Øst","København","5. Nørrebro",0.0494404,0.660739,80.6423,0.0767256,174244,385555,585999,2200,101,11,"2200_11",2.84922,8.64559,0.136658,2.84922,0,8.64559,0
2015,101023,5397,4722,0.179373,0.136171,0.019695,0.066709,"5. Øst","København","5. Nørrebro",0.0494404,0.660739,80.6423,0.0767256,174244,385555,585999,2200,101,15,"2200_15",19.0223,31.2387,0.315544,19.0223,0,31.2387,0
2005,101024,6033.42,4991.74,0.226284,0.209097,0.0613874,0.112075,"5. Vest","København","5. Nørrebro",0.0616596,0.663168,72.0309,0.0474211,-68766,360916,538159,2200,101,5,"2200_5",24.8709,32.6042,0.173463,24.8709,0,32.6042,0
2007,101024,6350,5446,0.233199,0.0991553,0.0609622,0.0793243,"5. Vest","København","5. Nørrebro",0.0616596,0.663168,72.1166,0.0472461,-68766,360916,538159,2200,101,7,"2200_7",-13.9852,-13.7206,0.140286,0,13.9852,0,13.7206
2011,101024,6700,5891,0.169411,0.182142,0.0302156,0.0808012,"5. Vest","København","5. Nørrebro",0.0616596,0.663168,75.0021,0.0325444,-68766,360916,538159,2200,101,11,"2200_11",2.84922,8.64559,0.111017,2.84922,0,8.64559,0
2015,101024,6962,6018,0.17564,0.110169,0.0103024,0.0518445,"5. Vest","København","5. Nørrebro",0.0616596,0.663168,75.0021,0.0325444,-68766,360916,538159,2200,101,15,"2200_15",19.0223,31.2387,0.285809,19.0223,0,31.2387,0
2005,101025,9682.58,7853.01,0.20825,0.23422,0.0616299,0.11829,"5. Nordvest","København","5. Nørrebro",0.0652122,0.643925,66.9408,0.0969348,-40361.8,324411,474275,2200,101,5,"2200_5",24.8709,32.6042,0.17992,24.8709,0,32.6042,0
2007,101025,9031,7564,0.230962,0.103517,0.0584347,0.0798519,"5. Nordvest","København","5. Nørrebro",0.0652122,0.643925,66.9405,0.0969353,-40361.8,324411,474275,2200,101,7,"2200_7",-13.9852,-13.7206,0.138287,0,13.9852,0,13.7206
2011,101025,9511,8275,0.150937,0.201208,0.0269486,0.0741994,"5. Nordvest","København","5. Nørrebro",0.0652122,0.643925,69.1924,0.0867036,-40361.8,324411,474275,2200,101,11,"2200_11",2.84922,8.64559,0.101148,2.84922,0,8.64559,0
2015,101025,10010,8565,0.164974,0.102043,0.013777,0.0535902,"5. Nordvest","København","5. Nørrebro",0.0652122,0.643925,69.1924,0.0867036,-40361.8,324411,474275,2200,101,15,"2200_15",19.0223,31.2387,0.267017,19.0223,0,31.2387,0
2005,101026,3203,2482,0.212732,0.240532,0.0737309,0.0962933,"5. Midt","København","5. Nørrebro",0.0533643,0.585718,NA,0.103985,159618,292805,425356,2200,101,5,"2200_5",24.8709,32.6042,0.170024,24.8709,0,32.6042,0
2007,101026,3109,2472,0.216424,0.122977,0.0728155,0.0902104,"5. Midt","København","5. Nørrebro",0.0533643,0.585718,NA,0.103985,159618,292805,425356,2200,101,7,"2200_7",-13.9852,-13.7206,0.163026,0,13.9852,0,13.7206
2011,101026,3203,2674,0.15445,0.208676,0.039641,0.092371,"5. Midt","København","5. Nørrebro",0.0533643,0.585718,66.3504,0.0791051,159618,292805,425356,2200,101,11,"2200_11",2.84922,8.64559,0.132012,2.84922,0,8.64559,0
2015,101026,3267,2736,0.186769,0.108553,0.0197368,0.0687135,"5. Midt","København","5. Nørrebro",0.0533643,0.585718,66.3504,0.0791051,159618,292805,425356,2200,101,15,"2200_15",19.0223,31.2387,0.295322,19.0223,0,31.2387,0
2005,101027,13888.6,10328,0.272493,0.147885,0.0680038,0.14021,"6. Bispebjerg","København","6. Utterslev",0.0623521,0.609472,60.5489,0.0893995,63421.1,321837,4.71322e+06,2400,101,5,"2400_5",20.0211,25.037,0.208214,20.0211,0,25.037,0
2007,101027,14474,11311,0.254266,0.0745292,0.0808063,0.114402,"6. Bispebjerg","København","6. Utterslev",0.0623521,0.609472,60.6093,0.0900398,63421.1,321837,4.71322e+06,2400,101,7,"2400_7",-10.5864,-15.8273,0.195208,0,10.5864,0,15.8273
2011,101027,14680,11799,0.200271,0.146453,0.0410204,0.113908,"6. Bispebjerg","København","6. Utterslev",0.0623521,0.609472,63.9215,0.102523,63421.1,321837,4.71322e+06,2400,101,11,"2400_11",-11.5041,0.550833,0.154928,0,11.5041,0.550833,0
2015,101027,15285,11720,0.206058,0.0789249,0.0191126,0.0731229,"6. Bispebjerg","København","6. Utterslev",0.0623521,0.609472,63.9215,0.102523,63421.1,321837,4.71322e+06,2400,101,15,"2400_15",22.3185,38.0497,0.284983,22.3185,0,38.0497,0
2005,101028,6504.22,5142.53,0.252302,0.149374,0.0784808,0.140942,"6. Nord","København","6. Utterslev",0.0542438,0.559841,67.3433,0.188383,460243,363486,543376,2400,101,5,"2400_5",20.0211,25.037,0.219423,20.0211,0,25.037,0
2007,101028,7082,5732,0.272331,0.0764131,0.0769365,0.105199,"6. Nord","København","6. Utterslev",0.0542438,0.559841,66.6582,0.178888,460243,363486,543376,2400,101,7,"2400_7",-10.5864,-15.8273,0.182135,0,10.5864,0,15.8273
2011,101028,7101,5836,0.230809,0.139822,0.0423235,0.111035,"6. Nord","København","6. Utterslev",0.0542438,0.559841,69.0652,0.143608,460243,363486,543376,2400,101,11,"2400_11",-11.5041,0.550833,0.153358,0,11.5041,0.550833,0
2015,101028,7293,5774,0.255455,0.0753377,0.0259785,0.0765501,"6. Nord","København","6. Utterslev",0.0542438,0.559841,69.0652,0.143608,460243,363486,543376,2400,101,15,"2400_15",22.3185,38.0497,0.330793,22.3185,0,38.0497,0
2005,101029,4051,3186,0.301318,0.123666,0.0649718,0.149404,"6. Øst","København","6. Utterslev",0.0537123,0.561514,69.6985,0.0860044,365473,350184,518419,2400,101,5,"2400_5",20.0211,25.037,0.214375,20.0211,0,25.037,0
2007,101029,3997,3331,0.309817,0.0546382,0.0711498,0.110477,"6. Øst","København","6. Utterslev",0.0537123,0.561514,69.6985,0.0860044,365473,350184,518419,2400,101,7,"2400_7",-10.5864,-15.8273,0.181627,0,10.5864,0,15.8273
2011,101029,3919,3265,0.257887,0.10536,0.0416539,0.117305,"6. Øst","København","6. Utterslev",0.0537123,0.561514,69.3234,0.107378,365473,350184,518419,2400,101,11,"2400_11",-11.5041,0.550833,0.158959,0,11.5041,0.550833,0
2015,101029,4040,3243,0.279988,0.0595128,0.0228184,0.0764724,"6. Øst","København","6. Utterslev",0.0537123,0.561514,69.3234,0.107378,365473,350184,518419,2400,101,15,"2400_15",22.3185,38.0497,0.3395,22.3185,0,38.0497,0
2005,101030,9438.97,7191.5,0.261809,0.165333,0.0701898,0.144515,"6. Syd","København","6. Utterslev",0.0691413,0.614224,62.6475,0.0784595,-31205.4,312019,452822,2400,101,5,"2400_5",20.0211,25.037,0.214705,20.0211,0,25.037,0
2007,101030,8219,6562,0.264858,0.0848827,0.0693386,0.10256,"6. Syd","København","6. Utterslev",0.0691413,0.614224,62.6476,0.0784585,-31205.4,312019,452822,2400,101,7,"2400_7",-10.5864,-15.8273,0.171899,0,10.5864,0,15.8273
2011,101030,8881,7243,0.195361,0.145934,0.0335496,0.0994063,"6. Syd","København","6. Utterslev",0.0691413,0.614224,63.9344,0.0570124,-31205.4,312019,452822,2400,101,11,"2400_11",-11.5041,0.550833,0.132956,0,11.5041,0.550833,0
2015,101030,9467,7650,0.189935,0.0852288,0.0172549,0.0640523,"6. Syd","København","6. Utterslev",0.0691413,0.614224,63.9344,0.0570124,-31205.4,312019,452822,2400,101,15,"2400_15",22.3185,38.0497,0.275163,22.3185,0,38.0497,0
2005,101031,4134.48,3560.82,0.228414,0.147034,0.0866205,0.172415,"7. Brønshøj","København","7. Brønshøj",0.0336767,0.673732,83.9673,0.469527,906009,482144,756363,2700,101,5,"2700_5",19.7184,32.8344,0.259036,19.7184,0,32.8344,0
2007,101031,3610,3207,0.249766,0.0788899,0.0929217,0.147178,"7. Brønshøj","København","7. Brønshøj",0.0336767,0.673732,83.9676,0.469523,906009,482144,756363,2700,101,7,"2700_7",-15.9456,-14.3659,0.2401,0,15.9456,0,14.3659
2011,101031,3781,3380,0.20355,0.141716,0.0473373,0.156509,"7. Brønshøj","København","7. Brønshøj",0.0336767,0.673732,84.4601,0.430533,906009,482144,756363,2700,101,11,"2700_11",-7.24362,1.59421,0.203846,0,7.24362,1.59421,0
2015,101031,3851,3358,0.247767,0.0729601,0.0357356,0.110185,"7. Brønshøj","København","7. Brønshøj",0.0336767,0.673732,84.4601,0.430533,906009,482144,756363,2700,101,15,"2700_15",13.8144,13.709,0.320727,13.8144,0,13.709,0
2005,101032,2899,2119,0.398301,0.105238,0.0311468,0.0698443,"7. Nord","København","7. Brønshøj",0.0713013,0.579809,73.7692,NA,4048.67,283151,4.28168e+06,2700,101,5,"2700_5",19.7184,32.8344,0.100991,19.7184,0,32.8344,0
2007,101032,2720,2024,0.350296,0.0365613,0.0197628,0.0543478,"7. Nord","København","7. Brønshøj",0.0713013,0.579809,73.7692,NA,4048.67,283151,4.28168e+06,2700,101,7,"2700_7",-15.9456,-14.3659,0.0741107,0,15.9456,0,14.3659
2011,101032,2360,1730,0.347399,0.0705202,0.0144509,0.0456647,"7. Nord","København","7. Brønshøj",0.0713013,0.579809,76.4852,0,4048.67,283151,4.28168e+06,2700,101,11,"2700_11",-7.24362,1.59421,0.0601156,0,7.24362,1.59421,0
2015,101032,2270,1414,0.342999,0.0318246,0.0106082,0.0381895,"7. Nord","København","7. Brønshøj",0.0713013,0.579809,76.4852,0,4048.67,283151,4.28168e+06,2700,101,15,"2700_15",13.8144,13.709,0.374823,13.8144,0,13.709,0
2005,101033,5769.03,4853.5,0.243165,0.163389,0.09297,0.165802,"7. Syd","København","7. Brønshøj",0.0397727,0.635455,78.5008,0.225664,356902,415250,1.25601e+06,2700,101,5,"2700_5",19.7184,32.8344,0.258772,19.7184,0,32.8344,0
2007,101033,6679,5792,0.255007,0.0839088,0.0928867,0.133633,"7. Syd","København","7. Brønshøj",0.0397727,0.635455,78.59,0.226495,356902,415250,1.25601e+06,2700,101,7,"2700_7",-15.9456,-14.3659,0.226519,0,15.9456,0,14.3659
2011,101033,6751,5966,0.207509,0.149849,0.0558163,0.142977,"7. Syd","København","7. Brønshøj",0.0397727,0.635455,78.2046,0.215187,356902,415250,1.25601e+06,2700,101,11,"2700_11",-7.24362,1.59421,0.198793,0,7.24362,1.59421,0
2015,101033,7103,6131,0.234056,0.0872615,0.0275648,0.0963954,"7. Syd","København","7. Brønshøj",0.0397727,0.635455,78.2046,0.215187,356902,415250,1.25601e+06,2700,101,15,"2700_15",13.8144,13.709,0.321318,13.8144,0,13.709,0
2005,101034,8435.17,7031.52,0.260149,0.135318,0.0763804,0.150198,"7. Øst","København","7. Brønshøj",0.0415939,0.619358,81.3137,0.284288,662210,432909,8.71887e+06,2700,101,5,"2700_5",19.7184,32.8344,0.226578,19.7184,0,32.8344,0
2007,101034,7715,6593,0.274685,0.0681025,0.0796299,0.129835,"7. Øst","København","7. Brønshøj",0.0415939,0.619358,81.3139,0.284289,662210,432909,8.71887e+06,2700,101,7,"2700_7",-15.9456,-14.3659,0.209465,0,15.9456,0,14.3659
2011,101034,7650,6600,0.218182,0.140606,0.0416667,0.131667,"7. Øst","København","7. Brønshøj",0.0415939,0.619358,84.0783,0.300562,662210,432909,8.71887e+06,2700,101,11,"2700_11",-7.24362,1.59421,0.173333,0,7.24362,1.59421,0
2015,101034,7837,6675,0.254682,0.0746067,0.0236704,0.0825468,"7. Øst","København","7. Brønshøj",0.0415939,0.619358,84.0783,0.300562,662210,432909,8.71887e+06,2700,101,15,"2700_15",13.8144,13.709,0.329288,13.8144,0,13.709,0
2005,101035,6305,4823,0.284263,0.107817,0.0686295,0.140576,"7. Vest","København","7. Brønshøj",0.0518683,0.554312,66.8275,0.213686,450580,359669,539352,2700,101,5,"2700_5",19.7184,32.8344,0.209206,19.7184,0,32.8344,0
2007,101035,6154,4844,0.293353,0.0545004,0.0718415,0.118704,"7. Vest","København","7. Brønshøj",0.0518683,0.554312,66.8275,0.213686,450580,359669,539352,2700,101,7,"2700_7",-15.9456,-14.3659,0.190545,0,15.9456,0,14.3659
2011,101035,6081,4813,0.254103,0.108872,0.0361521,0.134428,"7. Vest","København","7. Brønshøj",0.0518683,0.554312,69.1956,0.227731,450580,359669,539352,2700,101,11,"2700_11",-7.24362,1.59421,0.17058,0,7.24362,1.59421,0
2015,101035,6032,4534,0.26996,0.0617556,0.0244817,0.0818262,"7. Vest","København","7. Brønshøj",0.0518683,0.554312,69.1956,0.227731,450580,359669,539352,2700,101,15,"2700_15",13.8144,13.709,0.331716,13.8144,0,13.709,0
2005,101036,8010,6587,0.281463,0.106422,0.0680128,0.166085,"7. Nordvest","København","7. Brønshøj",0.040348,0.617347,85.0712,0.414052,857173,464638,742832,2700,101,5,"2700_5",19.7184,32.8344,0.234097,19.7184,0,32.8344,0
2007,101036,7800,6650,0.280902,0.0572932,0.0784962,0.133835,"7. Nordvest","København","7. Brønshøj",0.040348,0.617347,85.0694,0.414139,857173,464638,742832,2700,101,7,"2700_7",-15.9456,-14.3659,0.212331,0,15.9456,0,14.3659
2011,101036,7769,6703,0.238401,0.116366,0.0417723,0.149187,"7. Nordvest","København","7. Brønshøj",0.040348,0.617347,88.0922,0.426964,857173,464638,742832,2700,101,11,"2700_11",-7.24362,1.59421,0.190959,0,7.24362,1.59421,0
2015,101036,8018,6735,0.264588,0.0626578,0.0244989,0.0979955,"7. Nordvest","København","7. Brønshøj",0.040348,0.617347,88.0922,0.426964,857173,464638,742832,2700,101,15,"2700_15",13.8144,13.709,0.327246,13.8144,0,13.709,0
2005,101039,4540.53,3731.53,0.241716,0.164324,0.088524,0.184734,"7. Katrinedal","København","7. Brønshøj",0.0422975,0.62131,69.282,0.230658,485930,398367,577033,2720,101,5,"2720_5",15.3285,23.8444,0.273258,15.3285,0,23.8444,0
2007,101039,4204,3686,0.252306,0.0770483,0.104721,0.139718,"7. Katrinedal","København","7. Brønshøj",0.0422975,0.62131,69.2817,0.230656,485930,398367,577033,2720,101,7,"2720_7",-12.9394,-12.4548,0.244438,0,12.9394,0,12.4548
2011,101039,4270,3749,0.214457,0.148573,0.0581488,0.158176,"7. Katrinedal","København","7. Brønshøj",0.0422975,0.62131,69.4051,0.213851,485930,398367,577033,2720,101,11,"2720_11",0.288936,8.61536,0.216324,0.288936,0,8.61536,0
2015,101039,4373,3749,0.243798,0.0797546,0.0346759,0.108029,"7. Katrinedal","København","7. Brønshøj",0.0422975,0.62131,69.4051,0.213851,485930,398367,577033,2720,101,15,"2720_15",12.7869,17.9698,0.323553,12.7869,0,17.9698,0
2005,101040,4583.52,3936.18,0.221956,0.156355,0.094142,0.179885,"7. Kirkebjerg","København","7. Brønshøj",0.0300546,0.702816,93.3088,0.586313,1.20794e+06,561503,832896,2720,101,5,"2720_5",15.3285,23.8444,0.274027,15.3285,0,23.8444,0
2007,101040,4768,4238,0.242567,0.0851817,0.0991034,0.144408,"7. Kirkebjerg","København","7. Brønshøj",0.0300546,0.702816,93.3125,0.586368,1.20794e+06,561503,832896,2720,101,7,"2720_7",-12.9394,-12.4548,0.243511,0,12.9394,0,12.4548
2011,101040,4874,4373,0.192316,0.151383,0.0512234,0.158701,"7. Kirkebjerg","København","7. Brønshøj",0.0300546,0.702816,96.0948,0.592984,1.20794e+06,561503,832896,2720,101,11,"2720_11",0.288936,8.61536,0.209925,0.288936,0,8.61536,0
2015,101040,5122,4523,0.228388,0.084015,0.0347115,0.104798,"7. Kirkebjerg","København","7. Brønshøj",0.0300546,0.702816,96.0948,0.592984,1.20794e+06,561503,832896,2720,101,15,"2720_15",12.7869,17.9698,0.312403,12.7869,0,17.9698,0
2005,101041,9723.32,8086.71,0.234528,0.150223,0.0987151,0.179365,"7. Vanløse","København","7. Brønshøj",0.0435496,0.627209,72.0722,0.304856,607096,406610,593342,2700,101,5,"2700_5",19.7184,32.8344,0.27808,19.7184,0,32.8344,0
2007,101041,9688,8328,0.260327,0.0763689,0.0946206,0.148415,"7. Vanløse","København","7. Brønshøj",0.0435496,0.627209,72.0696,0.304786,607096,406610,593342,2700,101,7,"2700_7",-15.9456,-14.3659,0.243036,0,15.9456,0,14.3659
2011,101041,9858,8596,0.217776,0.137157,0.0500233,0.160889,"7. Vanløse","København","7. Brønshøj",0.0435496,0.627209,72.2147,0.289925,607096,406610,593342,2700,101,11,"2700_11",-7.24362,1.59421,0.210912,0,7.24362,1.59421,0
2015,101041,10077,8622,0.247622,0.0771283,0.0249362,0.110415,"7. Vanløse","København","7. Brønshøj",0.0435496,0.627209,72.2147,0.289925,607096,406610,593342,2700,101,15,"2700_15",13.8144,13.709,0.324751,13.8144,0,13.709,0
2005,101042,7794.14,6440.76,0.249731,0.158523,0.0882489,0.163211,"8. Valby","København","8. Valby",0.0401168,0.663792,78.0562,0.311376,752725,444238,6.85446e+06,2500,101,5,"2500_5",18.5403,29.3967,0.251459,18.5403,0,29.3967,0
2007,101042,7647,6539,0.254779,0.0796758,0.0971096,0.1384,"8. Valby","København","8. Valby",0.0401168,0.663792,77.6388,0.310948,752725,444238,6.85446e+06,2500,101,7,"2500_7",-13.9842,-10.6723,0.23551,0,13.9842,0,10.6723
2011,101042,7763,6782,0.219109,0.150398,0.0489531,0.157476,"8. Valby","København","8. Valby",0.0401168,0.663792,82.0493,0.330981,752725,444238,6.85446e+06,2500,101,11,"2500_11",-8.52526,-0.532387,0.206429,0,8.52526,0,0.532387
2015,101042,8081,6880,0.248983,0.0843023,0.03125,0.102762,"8. Valby","København","8. Valby",0.0401168,0.663792,82.0493,0.330981,752725,444238,6.85446e+06,2500,101,15,"2500_15",12.2982,20.2798,0.333285,12.2982,0,20.2798,0
2005,101043,7663,6338,0.228463,0.164879,0.0962449,0.181445,"8. Nord","København","8. Valby",0.0475602,0.664701,72.136,0.204392,287020,402015,1.17624e+06,2500,101,5,"2500_5",18.5403,29.3967,0.27769,18.5403,0,29.3967,0
2007,101043,7817,6683,0.251683,0.0860392,0.0969624,0.136017,"8. Nord","København","8. Valby",0.0475602,0.664701,72.136,0.204392,287020,402015,1.17624e+06,2500,101,7,"2500_7",-13.9842,-10.6723,0.232979,0,13.9842,0,10.6723
2011,101043,8243,7252,0.195394,0.160921,0.0435742,0.159129,"8. Nord","København","8. Valby",0.0475602,0.664701,74.1939,0.186398,287020,402015,1.17624e+06,2500,101,11,"2500_11",-8.52526,-0.532387,0.202703,0,8.52526,0,0.532387
2015,101043,8512,7350,0.217279,0.0927891,0.0255782,0.105714,"8. Nord","København","8. Valby",0.0475602,0.664701,74.1939,0.186398,287020,402015,1.17624e+06,2500,101,15,"2500_15",12.2982,20.2798,0.310068,12.2982,0,20.2798,0
2005,101044,4807,3744,0.308494,0.112447,0.0683761,0.159989,"8. Syd","København","8. Valby",0.0485653,0.557925,69.0746,0.305736,491994,360856,556745,2500,101,5,"2500_5",18.5403,29.3967,0.228365,18.5403,0,29.3967,0
2007,101044,4507,3623,0.31162,0.0466464,0.0736958,0.132211,"8. Syd","København","8. Valby",0.0485653,0.557925,69.0746,0.305736,491994,360856,556745,2500,101,7,"2500_7",-13.9842,-10.6723,0.205907,0,13.9842,0,10.6723
2011,101044,4473,3620,0.282873,0.101934,0.0403315,0.143923,"8. Syd","København","8. Valby",0.0485653,0.557925,69.3478,0.280498,491994,360856,556745,2500,101,11,"2500_11",-8.52526,-0.532387,0.184254,0,8.52526,0,0.532387
2015,101044,4535,3507,0.303393,0.047619,0.023667,0.0881095,"8. Syd","København","8. Valby",0.0485653,0.557925,69.3478,0.280498,491994,360856,556745,2500,101,15,"2500_15",12.2982,20.2798,0.351012,12.2982,0,20.2798,0
2005,101046,4942,3713,0.328575,0.116348,0.068139,0.134123,"8. Vest","København","8. Valby",0.05502,0.571407,64.8743,0.168154,317349,353663,539607,2500,101,5,"2500_5",18.5403,29.3967,0.202262,18.5403,0,29.3967,0
2007,101046,4876,3838,0.300677,0.0521105,0.0627931,0.11777,"8. Vest","København","8. Valby",0.05502,0.571407,64.8743,0.168154,317349,353663,539607,2500,101,7,"2500_7",-13.9842,-10.6723,0.180563,0,13.9842,0,10.6723
2011,101046,4648,3772,0.263521,0.0967656,0.0363203,0.136002,"8. Vest","København","8. Valby",0.05502,0.571407,67.1022,0.177901,317349,353663,539607,2500,101,11,"2500_11",-8.52526,-0.532387,0.172322,0,8.52526,0,0.532387
2015,101046,4822,3733,0.265738,0.0613448,0.0216984,0.0814358,"8. Vest","København","8. Valby",0.05502,0.571407,67.1022,0.177901,317349,353663,539607,2500,101,15,"2500_15",12.2982,20.2798,0.327083,12.2982,0,20.2798,0
2005,101047,3903,3078,0.268356,0.145224,0.068551,0.138077,"8. Sydøst","København","8. Valby",0.0534366,0.596345,78.3514,0.185819,481366,386423,592005,2500,101,5,"2500_5",18.5403,29.3967,0.206628,18.5403,0,29.3967,0
